index,name,formula,mz,rt
483,GSH M0,C10H17N3O6S,306.077,7.73
484,GSH M1,C10H17N3O6S,307.080355,7.73
485,GSH M2,C10H17N3O6S,308.08371,7.73
486,GSH M3,C10H17N3O6S,309.087065,7.73
487,GSH M4,C10H17N3O6S,310.09042,7.73
488,GSH M5,C10H17N3O6S,311.093775,7.73
489,GSH M6,C10H17N3O6S,312.09713,7.73
490,GSH M7,C10H17N3O6S,313.100485,7.73
491,GSH M8,C10H17N3O6S,314.10384,7.73
492,GSH M9,C10H17N3O6S,315.107195,7.73
493,GSH M10,C10H17N3O6S,316.11055,7.73
494,GSSG M0,C20H32N6O12S2,611.145,10.2
495,GSSG M1,C20H32N6O12S2,612.148355,10.2
496,GSSG M2,C20H32N6O12S2,613.1517100000001,10.2
497,GSSG M3,C20H32N6O12S2,614.1550650000001,10.2
498,GSSG M4,C20H32N6O12S2,615.1584200000002,10.2
499,GSSG M5,C20H32N6O12S2,616.1617750000003,10.2
500,GSSG M6,C20H32N6O12S2,617.1651300000003,10.2
501,GSSG M7,C20H32N6O12S2,618.1684850000004,10.2
502,GSSG M8,C20H32N6O12S2,619.1718400000004,10.2
503,GSSG M9,C20H32N6O12S2,620.1751950000005,10.2
504,GSSG M10,C20H32N6O12S2,621.1785500000005,10.2
505,GSSG M11,C20H32N6O12S2,622.1819050000006,10.2
506,GSSG M12,C20H32N6O12S2,623.1852600000007,10.2
507,GSSG M13,C20H32N6O12S2,624.1886150000007,10.2
508,GSSG M14,C20H32N6O12S2,625.1919700000008,10.2
509,GSSG M15,C20H32N6O12S2,626.1953250000008,10.2
510,GSSG M16,C20H32N6O12S2,627.1986800000009,10.2
511,GSSG M17,C20H32N6O12S2,628.2020350000009,10.2
512,GSSG M18,C20H32N6O12S2,629.205390000001,10.2
513,GSSG M19,C20H32N6O12S2,630.208745000001,10.2
514,GSSG M20,C20H32N6O12S2,631.2121000000011,10.2
515,phosphoserine M0,C3H8NO6P,184.002,9.69
516,phosphoserine M1,C3H8NO6P,185.005355,9.69
517,phosphoserine M2,C3H8NO6P,186.00871,9.69
518,phosphoserine M3,C3H8NO6P,187.012065,9.69
519,phosphocreatine M0,C4H10N3O5P,210.029,8.55
520,phosphocreatine M1,C4H10N3O5P,211.032355,8.55
521,phosphocreatine M2,C4H10N3O5P,212.03571,8.55
522,phosphocreatine M3,C4H10N3O5P,213.039065,8.55
523,phosphocreatine M4,C4H10N3O5P,214.04242,8.55
524,dihydroxyacetone-phosphate M0,C3H7O6P,168.991,8.58
525,dihydroxyacetone-phosphate M1,C3H7O6P,169.994355,8.58
526,dihydroxyacetone-phosphate M2,C3H7O6P,170.99771,8.58
527,dihydroxyacetone-phosphate M3,C3H7O6P,172.001065,8.58
528,glyceraldehyde-3-phosphate M0,C3H7O6P,168.991,10.97
529,glyceraldehyde-3-phosphate M1,C3H7O6P,169.994355,10.97
530,glyceraldehyde-3-phosphate M2,C3H7O6P,170.99771,10.97
531,glyceraldehyde-3-phosphate M3,C3H7O6P,172.001065,10.97
532,NADPH M0,C21H30N7O17P3,744.084,10.2
533,NADPH M1,C21H30N7O17P3,745.087355,10.2
534,NADPH M2,C21H30N7O17P3,746.0907100000001,10.2
535,NADPH M3,C21H30N7O17P3,747.0940650000001,10.2
536,NADPH M4,C21H30N7O17P3,748.0974200000002,10.2
537,NADPH M5,C21H30N7O17P3,749.1007750000002,10.2
538,NADPH M6,C21H30N7O17P3,750.1041300000003,10.2
539,NADPH M7,C21H30N7O17P3,751.1074850000003,10.2
540,NADPH M8,C21H30N7O17P3,752.1108400000004,10.2
541,NADPH M9,C21H30N7O17P3,753.1141950000004,10.2
542,NADPH M10,C21H30N7O17P3,754.1175500000005,10.2
543,NADPH M11,C21H30N7O17P3,755.1209050000006,10.2
544,NADPH M12,C21H30N7O17P3,756.1242600000006,10.2
545,NADPH M13,C21H30N7O17P3,757.1276150000007,10.2
546,NADPH M14,C21H30N7O17P3,758.1309700000007,10.2
547,NADPH M15,C21H30N7O17P3,759.1343250000008,10.2
548,NADPH M16,C21H30N7O17P3,760.1376800000008,10.2
549,NADPH M17,C21H30N7O17P3,761.1410350000009,10.2
550,NADPH M18,C21H30N7O17P3,762.144390000001,10.2
551,NADPH M19,C21H30N7O17P3,763.147745000001,10.2
552,NADPH M20,C21H30N7O17P3,764.1511000000011,10.2
553,NADPH M21,C21H30N7O17P3,765.1544550000011,10.2
554,UDP-glucuronic acid M0,C15H22N2O18P2,579.027,11.5
555,UDP-glucuronic acid M1,C15H22N2O18P2,580.0303550000001,11.5
556,UDP-glucuronic acid M2,C15H22N2O18P2,581.0337100000002,11.5
557,UDP-glucuronic acid M3,C15H22N2O18P2,582.0370650000002,11.5
558,UDP-glucuronic acid M4,C15H22N2O18P2,583.0404200000003,11.5
559,UDP-glucuronic acid M5,C15H22N2O18P2,584.0437750000003,11.5
560,UDP-glucuronic acid M6,C15H22N2O18P2,585.0471300000004,11.5
561,UDP-glucuronic acid M7,C15H22N2O18P2,586.0504850000004,11.5
562,UDP-glucuronic acid M8,C15H22N2O18P2,587.0538400000005,11.5
563,UDP-glucuronic acid M9,C15H22N2O18P2,588.0571950000005,11.5
564,UDP-glucuronic acid M10,C15H22N2O18P2,589.0605500000006,11.5
565,UDP-glucuronic acid M11,C15H22N2O18P2,590.0639050000007,11.5
566,UDP-glucuronic acid M12,C15H22N2O18P2,591.0672600000007,11.5
567,UDP-glucuronic acid M13,C15H22N2O18P2,592.0706150000008,11.5
568,UDP-glucuronic acid M14,C15H22N2O18P2,593.0739700000008,11.5
569,UDP-glucuronic acid M15,C15H22N2O18P2,594.0773250000009,11.5
570,saccharopine M0,C11H20N2O6,275.125,8.64
571,saccharopine M1,C11H20N2O6,276.128355,8.64
572,saccharopine M2,C11H20N2O6,277.13171,8.64
573,saccharopine M3,C11H20N2O6,278.135065,8.64
574,saccharopine M4,C11H20N2O6,279.13842,8.64
575,saccharopine M5,C11H20N2O6,280.141775,8.64
576,saccharopine M6,C11H20N2O6,281.14513,8.64
577,saccharopine M7,C11H20N2O6,282.148485,8.64
578,saccharopine M8,C11H20N2O6,283.15184,8.64
579,saccharopine M9,C11H20N2O6,284.155195,8.64
580,saccharopine M10,C11H20N2O6,285.15855,8.64
581,saccharopine M11,C11H20N2O6,286.161905,8.64
582,phosphorylethanolamine M0,C2H8NO4P,140.012,8.83
583,phosphorylethanolamine M1,C2H8NO4P,141.015355,8.83
584,phosphorylethanolamine M2,C2H8NO4P,142.01871,8.83
585,carbamoyl-aspartate M0,C5H8N2O5,175.036,9.54
586,carbamoyl-aspartate M1,C5H8N2O5,176.039355,9.54
587,carbamoyl-aspartate M2,C5H8N2O5,177.04271,9.54
588,carbamoyl-aspartate M3,C5H8N2O5,178.046065,9.54
589,carbamoyl-aspartate M4,C5H8N2O5,179.04942,9.54
590,carbamoyl-aspartate M5,C5H8N2O5,180.052775,9.54
591,ascorbate M0,C6H8O6,175.025,7.77
592,ascorbate M1,C6H8O6,176.028355,7.77
593,ascorbate M2,C6H8O6,177.03171,7.77
594,ascorbate M3,C6H8O6,178.035065,7.77
595,ascorbate M4,C6H8O6,179.03842,7.77
596,ascorbate M5,C6H8O6,180.041775,7.77
597,ascorbate M6,C6H8O6,181.04513,7.77
598,4-aminobutyrate M0,C4H9NO2,102.056,7.86
599,4-aminobutyrate M1,C4H9NO2,103.059355,7.86
600,4-aminobutyrate M2,C4H9NO2,104.06271,7.86
601,4-aminobutyrate M3,C4H9NO2,105.066065,7.86
602,4-aminobutyrate M4,C4H9NO2,106.06942,7.86
603,citrate / isocitrate M0,C6H8O7,191.02,10.71
604,citrate / isocitrate M1,C6H8O7,192.023355,10.71
605,citrate / isocitrate M2,C6H8O7,193.02671,10.71
606,citrate / isocitrate M3,C6H8O7,194.030065,10.71
607,citrate / isocitrate M4,C6H8O7,195.03342,10.71
608,citrate / isocitrate M5,C6H8O7,196.036775,10.71
609,citrate / isocitrate M6,C6H8O7,197.04013,10.71
610,N-acetylglucosamine-phosphate M0,C8H16NO9P,300.049,8.37
611,N-acetylglucosamine-phosphate M1,C8H16NO9P,301.052355,8.37
612,N-acetylglucosamine-phosphate M2,C8H16NO9P,302.05571,8.37
613,N-acetylglucosamine-phosphate M3,C8H16NO9P,303.059065,8.37
614,N-acetylglucosamine-phosphate M4,C8H16NO9P,304.06242,8.37
615,N-acetylglucosamine-phosphate M5,C8H16NO9P,305.065775,8.37
616,N-acetylglucosamine-phosphate M6,C8H16NO9P,306.06913,8.37
617,N-acetylglucosamine-phosphate M7,C8H16NO9P,307.072485,8.37
618,N-acetylglucosamine-phosphate M8,C8H16NO9P,308.07583999999997,8.37
619,inosine M0,C10H12N4O5,267.073,5.72
620,inosine M1,C10H12N4O5,268.076355,5.72
621,inosine M2,C10H12N4O5,269.07971,5.72
622,inosine M3,C10H12N4O5,270.083065,5.72
623,inosine M4,C10H12N4O5,271.08642,5.72
624,inosine M5,C10H12N4O5,272.089775,5.72
625,inosine M6,C10H12N4O5,273.09313,5.72
626,inosine M7,C10H12N4O5,274.096485,5.72
627,inosine M8,C10H12N4O5,275.09984,5.72
628,inosine M9,C10H12N4O5,276.10319499999997,5.72
629,inosine M10,C10H12N4O5,277.10654999999997,5.72
630,fructose M0,C6H12O6,179.056,6.9
631,fructose M1,C6H12O6,180.059355,6.9
632,fructose M2,C6H12O6,181.06271,6.9
633,fructose M3,C6H12O6,182.066065,6.9
634,fructose M4,C6H12O6,183.06942,6.9
635,fructose M5,C6H12O6,184.072775,6.9
636,fructose M6,C6H12O6,185.07613,6.9
637,xylulose M0,C5H10O5,149.046,5.78
638,xylulose M1,C5H10O5,150.049355,5.78
639,xylulose M2,C5H10O5,151.05271,5.78
640,xylulose M3,C5H10O5,152.056065,5.78
641,xylulose M4,C5H10O5,153.05942,5.78
642,xylulose M5,C5H10O5,154.062775,5.78
643,fructose-1-phosphate M0,C6H13O9P,259.022,8.42
644,fructose-1-phosphate M1,C6H13O9P,260.025355,8.42
645,fructose-1-phosphate M2,C6H13O9P,261.02871,8.42
646,fructose-1-phosphate M3,C6H13O9P,262.032065,8.42
647,fructose-1-phosphate M4,C6H13O9P,263.03542,8.42
648,fructose-1-phosphate M5,C6H13O9P,264.038775,8.42
649,fructose-1-phosphate M6,C6H13O9P,265.04213,8.42
650,hydroxyglutarate M0,C5H8O5,147.03,8.5
651,hydroxyglutarate M1,C5H8O5,148.033355,8.5
652,hydroxyglutarate M2,C5H8O5,149.03671,8.5
653,hydroxyglutarate M3,C5H8O5,150.040065,8.5
654,hydroxyglutarate M4,C5H8O5,151.04342,8.5
655,hydroxyglutarate M5,C5H8O5,152.046775,8.5
656,rib/ribul/xylul-ose-phosphate M0,C5H11O8P,229.012,8.74
657,rib/ribul/xylul-ose-phosphate M1,C5H11O8P,230.015355,8.74
658,rib/ribul/xylul-ose-phosphate M2,C5H11O8P,231.01871,8.74
659,rib/ribul/xylul-ose-phosphate M3,C5H11O8P,232.022065,8.74
660,rib/ribul/xylul-ose-phosphate M4,C5H11O8P,233.02542,8.74
661,rib/ribul/xylul-ose-phosphate M5,C5H11O8P,234.028775,8.74
662,acetyl-CoA M0,C23H38N7O17P3S,808.119,6.71
663,acetyl-CoA M1,C23H38N7O17P3S,809.1223550000001,6.71
664,acetyl-CoA M2,C23H38N7O17P3S,810.1257100000001,6.71
665,acetyl-CoA M3,C23H38N7O17P3S,811.1290650000002,6.71
666,acetyl-CoA M4,C23H38N7O17P3S,812.1324200000003,6.71
667,acetyl-CoA M5,C23H38N7O17P3S,813.1357750000003,6.71
668,acetyl-CoA M6,C23H38N7O17P3S,814.1391300000004,6.71
669,acetyl-CoA M7,C23H38N7O17P3S,815.1424850000004,6.71
670,acetyl-CoA M8,C23H38N7O17P3S,816.1458400000005,6.71
